movieId,rating,title,genres
78,3.1651917404129795,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
79,3.0927710843373495,"Juror, The (1996)",Drama|Thriller
80,3.7485380116959064,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama
81,3.283422459893048,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance
82,4.005813953488372,Antonia's Line (Antonia) (1995),Comedy|Drama
83,3.675141242937853,Once Upon a Time... When We Were Colored (1995),Drama|Romance
84,3.227272727272727,Last Summer in the Hamptons (1995),Comedy|Drama
85,3.5441354292623943,Angels and Insects (1995),Drama|Romance
86,3.4383830455259026,White Squall (1996),Action|Adventure|Drama
87,2.4010600706713783,Dunston Checks In (1996),Children|Comedy
88,3.1268140981340706,Black Sheep (1996),Comedy
89,3.109014675052411,Nick of Time (1995),Action|Thriller
90,3.088235294117647,"Journey of August King, The (1995)",Drama
92,2.840086830680174,Mary Reilly (1996),Drama|Horror|Thriller
93,2.5224625623960066,Vampire in Brooklyn (1995),Comedy|Horror|Romance
94,3.5295652173913044,Beautiful Girls (1996),Comedy|Drama|Romance
95,3.099196726280691,Broken Arrow (1996),Action|Adventure|Thriller
96,3.6413793103448278,In the Bleak Midwinter (1995),Comedy|Drama
97,4.029307282415631,"Hate (Haine, La) (1995)",Crime|Drama
98,2.732142857142857,Shopping (1994),Action|Thriller
99,3.0361702127659576,Heidi Fleiss: Hollywood Madam (1995),Documentary
100,3.2170671085335543,City Hall (1996),Drama|Thriller
101,3.7889328063241106,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
102,2.394088669950739,Mr. Wrong (1996),Comedy
103,3.231671554252199,Unforgettable (1996),Mystery|Sci-Fi|Thriller
104,3.4128550350424196,Happy Gilmore (1996),Comedy
105,3.2896298882681565,"Bridges of Madison County, The (1995)",Drama|Romance
106,3.554054054054054,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
107,3.194801852804941,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
108,2.757142857142857,Catwalk (1996),Documentary
109,1.75,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller
110,4.0501640155969545,Braveheart (1995),Action|Drama|War
111,4.111141378371016,Taxi Driver (1976),Crime|Drama|Thriller
112,3.3939265536723164,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
113,3.126984126984127,Before and After (1996),Drama|Mystery
114,3.6325301204819276,Margaret's Museum (1995),Drama
115,3.65,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy
116,3.8902877697841727,Anne Frank Remembered (1995),Documentary
117,3.5256756756756755,"Young Poisoner's Handbook, The (1995)",Crime|Drama
118,3.0242857142857145,If Lucy Fell (1996),Comedy|Romance
119,2.746376811594203,"Steal Big, Steal Little (1995)",Comedy
120,2.797872340425532,Race the Sun (1996),Adventure|Comedy|Drama
121,3.8081632653061224,"Boys of St. Vincent, The (1992)",Drama
122,2.870583038869258,Boomerang (1992),Comedy|Romance
123,3.9749631811487482,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
124,3.255434782608696,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama
125,3.7643794147325935,Flirting With Disaster (1996),Comedy
126,2.273989898989899,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
127,3.392857142857143,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama
128,3.2857142857142856,Jupiter's Wife (1994),Documentary
129,3.093220338983051,Pie in the Sky (1996),Comedy|Romance
130,2.111111111111111,Angela (1995),Drama
131,3.276595744680851,Frankie Starlight (1995),Drama|Romance
132,2.7634069400630916,Jade (1995),Thriller
133,2.75,Nueba Yol (1995),Comedy|Drama
134,3.5,Sonic Outlaws (1995),Documentary
135,2.9920721705850193,Down Periscope (1996),Comedy
136,3.3958333333333335,From the Journals of Jean Seberg (1995),Documentary
137,3.2636363636363637,Man of the Year (1995),Documentary
138,2.953125,"Neon Bible, The (1995)",Drama
139,2.888888888888889,Target (1995),Action|Drama
140,3.3018331226295827,Up Close and Personal (1996),Drama|Romance
141,3.528246852932146,"Birdcage, The (1996)",Comedy
142,3.5714285714285716,Shadows (Cienie) (1988),Drama
143,1.8333333333333333,Gospa (1995),Drama
144,3.474544072948328,"Brothers McMullen, The (1995)",Comedy
145,3.227685950413223,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
146,2.886627906976744,"Amazing Panda Adventure, The (1995)",Adventure|Children
147,3.6,"Basketball Diaries, The (1995)",Drama
148,2.925,"Awfully Big Adventure, An (1995)",Drama
149,3.7172523961661343,Amateur (1994),Crime|Drama|Thriller
150,3.8771472285972597,Apollo 13 (1995),Adventure|Drama|IMAX
151,3.552652733118971,Rob Roy (1995),Action|Drama|Romance|War
152,2.9857142857142858,"Addiction, The (1995)",Drama|Horror
153,2.9016617691762083,Batman Forever (1995),Action|Adventure|Comedy|Crime
154,3.8368715083798883,Beauty of the Day (Belle de jour) (1967),Drama
155,3.4085714285714284,Beyond Rangoon (1995),Adventure|Drama|War
156,3.549060542797495,Blue in the Face (1995),Comedy|Drama
157,2.8370013755158183,Canadian Bacon (1995),Comedy|War
158,2.91360103626943,Casper (1995),Adventure|Children
159,3.4100719424460433,Clockers (1995),Crime|Drama|Mystery
160,2.6380449141347424,Congo (1995),Action|Adventure|Mystery|Sci-Fi
161,3.7344017094017095,Crimson Tide (1995),Drama|Thriller|War
162,4.014390519187359,Crumb (1994),Documentary
163,3.4316792097836313,Desperado (1995),Action|Romance|Western
164,3.472768532526475,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
165,3.486562040215792,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
166,2.884831460674157,"Doom Generation, The (1995)",Comedy|Crime|Drama
167,3.09375,Feast of July (1995),Drama
168,3.103026936961955,First Knight (1995),Action|Drama|Romance
169,2.312374245472837,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
170,3.218842416561048,Hackers (1995),Action|Adventure|Crime|Thriller
171,3.5732647814910026,Jeffrey (1995),Comedy|Drama
172,2.746626881162429,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
173,2.555078211059705,Judge Dredd (1995),Action|Crime|Sci-Fi
174,2.4589490968801315,Jury Duty (1995),Comedy
175,3.5042492917847023,Kids (1995),Drama
176,3.8353204172876305,Living in Oblivion (1995),Comedy
177,2.8660714285714284,Lord of Illusions (1995),Horror
178,3.3115942028985508,Love & Human Remains (1993),Comedy|Drama
179,2.8310249307479225,Mad Love (1995),Drama|Romance
180,3.5741102854908093,Mallrats (1995),Comedy|Romance
181,1.9321808510638299,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
182,3.0888324873096447,Moonlight and Valentino (1995),Drama|Romance
183,3.3333333333333335,Mute Witness (1994),Comedy|Horror|Thriller
184,3.1989247311827955,Nadja (1994),Drama
185,3.1121986948994538,"Net, The (1995)",Action|Crime|Thriller
186,2.8575676479333927,Nine Months (1995),Comedy|Romance
187,3.4349442379182156,Party Girl (1995),Comedy
188,3.3484848484848486,"Prophecy, The (1995)",Fantasy|Horror|Mystery
189,3.200980392156863,Reckless (1995),Comedy|Fantasy
190,3.6411149825783973,Safe (1995),Thriller
191,2.663440860215054,"Scarlet Letter, The (1995)",Drama|Romance
192,3.0526315789473686,"Show, The (1995)",Documentary
193,2.2613430127041743,Showgirls (1995),Drama
194,3.8342744212309428,Smoke (1995),Comedy|Drama
195,3.0902851108764517,Something to Talk About (1995),Comedy|Drama|Romance
196,2.843532338308458,Species (1995),Horror|Sci-Fi
197,3.0689655172413794,"Stars Fell on Henrietta, The (1995)",Drama
198,3.4040088267745494,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,3.814977973568282,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
200,2.6481481481481484,"Tie That Binds, The (1995)",Thriller
201,2.9663461538461537,Three Wishes (1995),Drama|Fantasy
202,3.04296875,Total Eclipse (1995),Drama|Romance
203,3.121477770820288,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
204,2.9188,Under Siege 2: Dark Territory (1995),Action
205,3.5235148514851486,Unstrung Heroes (1995),Comedy|Drama
206,3.420494699646643,Unzipped (1995),Documentary
207,3.3335423197492164,"Walk in the Clouds, A (1995)",Drama|Romance
208,2.87392138063279,Waterworld (1995),Action|Adventure|Sci-Fi
209,2.7570754716981134,White Man's Burden (1995),Drama
210,2.737037037037037,Wild Bill (1995),Western
211,3.5569620253164556,"Browning Version, The (1994)",Drama
212,2.476923076923077,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
213,4.03421052631579,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
214,4.150326797385621,Before the Rain (Pred dozhdot) (1994),Drama|War
215,3.8350964530180462,Before Sunrise (1995),Drama|Romance
216,3.2364356435643566,Billy Madison (1995),Comedy
217,2.6414141414141414,"Babysitter, The (1995)",Drama|Thriller
218,3.3096385542168676,Boys on the Side (1995),Comedy|Drama
219,3.546961325966851,"Cure, The (1995)",Drama
220,2.359550561797753,Castle Freak (1995),Horror
222,3.516789982925441,Circle of Friends (1995),Drama|Romance
223,3.8768840681786165,Clerks (1994),Comedy
224,3.4639468690702087,Don Juan DeMarco (1995),Comedy|Drama|Romance
225,3.2808183476674486,Disclosure (1994),Drama|Thriller
226,3.375,Dream Man (1995),Thriller
227,3.0663780663780664,Drop Zone (1994),Action|Thriller
228,2.6702127659574466,Destiny Turns on the Radio (1995),Comedy
229,3.578082191780822,Death and the Maiden (1994),Drama|Thriller
230,3.5892184557438793,Dolores Claiborne (1995),Drama|Thriller
231,2.9531654750803025,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
232,4.041894852135816,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
233,3.5236686390532546,Exotica (1994),Drama
234,2.6654450261780105,Exit to Eden (1994),Comedy
235,3.6758613617719442,Ed Wood (1994),Comedy|Drama
236,3.3245518739815316,French Kiss (1995),Action|Comedy|Romance
237,3.2355130249867092,Forget Paris (1995),Comedy|Romance
238,3.1674107142857144,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
239,3.0687751004016066,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
240,2.9066666666666667,Hideaway (1995),Thriller
241,2.8835616438356166,Fluke (1995),Children|Drama
242,3.412772585669782,Farinelli: il castrato (1994),Drama|Musical
243,2.5756302521008405,Gordy (1995),Children|Comedy|Fantasy
244,2.25,Gumby: The Movie (1995),Animation|Children
245,2.8958333333333335,"Glass Shield, The (1994)",Crime|Drama
246,4.028017931476144,Hoop Dreams (1994),Documentary
247,3.8472103004291847,Heavenly Creatures (1994),Crime|Drama
248,2.994179894179894,Houseguest (1994),Comedy
249,3.6769701086956523,Immortal Beloved (1994),Drama|Romance
250,3.0118110236220472,Heavyweights (Heavy Weights) (1995),Children|Comedy
251,3.0676691729323307,"Hunted, The (1995)",Action
252,3.23728813559322,I.Q. (1994),Comedy|Romance
253,3.496701685805033,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
254,2.939655172413793,Jefferson in Paris (1995),Drama
255,2.203525641025641,"Jerky Boys, The (1995)",Comedy
256,2.724941724941725,Junior (1994),Comedy|Sci-Fi
257,3.4,Just Cause (1995),Mystery|Thriller
258,2.651696606786427,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
259,3.0355902777777777,Kiss of Death (1995),Crime|Drama|Thriller
260,4.191294247111329,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
261,3.6202283849918433,Little Women (1994),Drama
262,3.7577565632458234,"Little Princess, A (1995)",Children|Drama
263,3.7288135593220337,Ladybird Ladybird (1994),Drama
264,3.284313725490196,"Enfer, L' (1994)",Drama
265,3.9410704381586243,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
266,3.500415973377704,Legends of the Fall (1994),Drama|Romance|War|Western
267,2.842526690391459,Major Payne (1995),Comedy
268,3.3119047619047617,Little Odessa (1994),Crime|Drama
269,3.446327683615819,My Crazy Life (Mi vida loca) (1993),Drama
270,3.1218836565096955,Love Affair (1994),Drama|Romance
271,3.3125,Losing Isaiah (1995),Drama
272,3.741098241098241,"Madness of King George, The (1994)",Comedy|Drama
273,3.123891843971631,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
274,2.840909090909091,Man of the House (1995),Comedy
275,2.720554272517321,Mixed Nuts (1994),Comedy
276,2.9896421845574386,Milk Money (1994),Comedy|Romance
277,3.4270676691729323,Miracle on 34th Street (1994),Drama
278,3.0173501577287065,Miami Rhapsody (1995),Comedy
279,3.6854545454545455,My Family (1995),Drama
280,3.712021136063408,Murder in the First (1995),Drama|Thriller
281,3.6785087719298244,Nobody's Fool (1994),Comedy|Drama|Romance
282,3.412539820445989,Nell (1994),Drama
283,3.1907894736842106,New Jersey Drive (1995),Crime|Drama
284,2.8333333333333335,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
285,2.4583333333333335,Beyond Bedlam (1993),Drama|Horror
286,2.057142857142857,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
287,3.227722772277228,Nina Takes a Lover (1994),Comedy|Romance
288,3.2394446018702183,Natural Born Killers (1994),Action|Crime|Thriller
289,3.3475103734439835,Only You (1994),Comedy|Romance
290,4.004166666666666,Once Were Warriors (1994),Crime|Drama
291,2.3205128205128207,Poison Ivy II (1996),Drama|Thriller
292,3.4162346693640155,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
293,4.055591593149974,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
294,3.2263779527559056,"Perez Family, The (1995)",Comedy|Romance
295,2.9007936507936507,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
296,4.165660414707775,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
297,3.0681818181818183,Panther (1995),Drama
298,3.641025641025641,Pushing Hands (Tui shou) (1992),Drama
299,3.699614890885751,Priest (1994),Drama
300,3.654397705544933,Quiz Show (1994),Drama
301,3.5413533834586466,Picture Bride (Bijo photo) (1994),Drama|Romance
302,3.708149779735683,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
303,3.0231755424063116,"Quick and the Dead, The (1995)",Action|Thriller|Western
304,3.226519337016575,Roommates (1995),Comedy|Drama
305,2.731578947368421,Ready to Wear (Pret-A-Porter) (1994),Comedy
306,4.0990009082652135,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
307,4.009799118079373,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
308,3.9337620578778134,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
309,3.712686567164179,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
310,2.5859375,Rent-a-Kid (1995),Comedy
311,2.590909090909091,Relative Fear (1994),Horror|Thriller
312,2.5750670241286864,Stuart Saves His Family (1995),Comedy
313,2.960674157303371,"Swan Princess, The (1994)",Animation|Children
314,3.868127147766323,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
315,2.9074675324675323,"Specialist, The (1994)",Action|Drama|Thriller
316,3.375131274942239,Stargate (1994),Action|Adventure|Sci-Fi
317,3.1262461851475076,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
318,4.445001049097776,"Shawshank Redemption, The (1994)",Crime|Drama
319,3.784263959390863,Shallow Grave (1994),Comedy|Drama|Thriller
320,3.3,Suture (1993),Film-Noir|Thriller
321,3.736654804270463,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
322,3.6612529002320184,Swimming with Sharks (1995),Comedy|Drama
324,3.656716417910448,"Sum of Us, The (1994)",Comedy|Drama
325,2.59344262295082,National Lampoon's Senior Trip (1995),Comedy
326,4.080143540669856,To Live (Huozhe) (1994),Drama
327,2.788805268109125,Tank Girl (1995),Action|Comedy|Sci-Fi
328,3.1735537190082646,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
329,3.3282973921765295,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
330,2.8769574944071588,Tales from the Hood (1995),Action|Crime|Horror
331,3.2865168539325844,Tom & Viv (1994),Drama
332,2.7925619834710744,Village of the Damned (1995),Horror|Sci-Fi
333,3.347859095050106,Tommy Boy (1995),Comedy
334,3.7808080808080806,Vanya on 42nd Street (1994),Drama
335,3.200892857142857,Underneath (1995),Mystery|Thriller
336,2.6904761904761907,"Walking Dead, The (1995)",Drama|War
337,3.7557230597431603,What's Eating Gilbert Grape (1993),Drama
338,3.00215672178289,Virtuosity (1995),Action|Sci-Fi|Thriller
339,3.503118201595359,While You Were Sleeping (1995),Comedy|Romance
340,3.310874704491726,"War, The (1994)",Adventure|Drama|War
341,3.602803738317757,Double Happiness (1994),Drama
342,3.497231127951035,Muriel's Wedding (1994),Comedy
343,2.5785714285714287,"Baby-Sitters Club, The (1995)",Children
344,2.9791847731618284,Ace Ventura: Pet Detective (1994),Comedy
345,3.6333333333333333,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
346,3.3950617283950617,Backbeat (1993),Drama|Musical
347,3.353131749460043,Bitter Moon (1992),Drama|Film-Noir|Romance
348,3.7162334895611417,Bullets Over Broadway (1994),Comedy
349,3.6606802110225614,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
350,3.446759259259259,"Client, The (1994)",Drama|Mystery|Thriller
351,3.303263825929284,"Corrina, Corrina (1994)",Comedy|Drama|Romance
352,3.2319444444444443,Crooklyn (1994),Comedy|Drama
353,3.510926222935044,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
354,3.115902964959569,Cobb (1994),Drama
355,2.440652818991098,"Flintstones, The (1994)",Children|Comedy|Fantasy
356,4.034345047923322,Forrest Gump (1994),Comedy|Drama|Romance|War
357,3.6518750753647655,Four Weddings and a Funeral (1994),Comedy|Romance
358,3.2809239940387482,Higher Learning (1995),Drama
359,3.331168831168831,I Like It Like That (1994),Comedy|Drama|Romance
360,2.7142857142857144,I Love Trouble (1994),Action|Comedy
361,3.320773930753564,It Could Happen to You (1994),Comedy|Drama|Romance
362,3.403751674854846,"Jungle Book, The (1994)",Adventure|Children|Romance
363,4.067934782608695,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
364,3.7837608289451334,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
365,3.182226211849192,Little Buddha (1993),Drama
366,2.989911727616646,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
367,3.1802106483718235,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
368,3.4026249758733833,Maverick (1994),Adventure|Comedy|Western
369,3.3127035830618894,Mrs. Parker and the Vicious Circle (1994),Drama
370,2.9468671103970623,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
371,3.2642799678197907,"Paper, The (1994)",Comedy|Drama
372,3.248451053283767,Reality Bites (1994),Comedy|Drama|Romance
373,3.7577903682719547,Red Rock West (1992),Thriller
374,2.4124236252545823,Richie Rich (1994),Children|Comedy
375,3.253731343283582,Safe Passage (1994),Drama
376,3.2867081113084664,"River Wild, The (1994)",Action|Thriller
377,3.5031358044544505,Speed (1994),Action|Romance|Thriller
378,3.1511799410029497,Speechless (1994),Comedy|Romance
379,2.7167896678966788,Timecop (1994),Action|Sci-Fi|Thriller
380,3.493712390063262,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
381,3.3864922206506365,When a Man Loves a Woman (1994),Drama|Romance
382,3.040258143822987,Wolf (1994),Drama|Horror|Romance|Thriller
383,3.1887107548430196,Wyatt Earp (1994),Western
384,3.0587044534412957,Bad Company (1995),Action|Crime|Drama
385,3.6444444444444444,"Man of No Importance, A (1994)",Drama
386,2.7122641509433962,S.F.W. (1994),Drama
387,2.6390243902439026,"Low Down Dirty Shame, A (1994)",Action|Comedy
388,3.5126582278481013,Boys Life (1995),Drama
389,3.5892857142857144,"Colonel Chabert, Le (1994)",Drama|Romance|War
390,3.3846153846153846,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
391,3.2083333333333335,Jason's Lyric (1994),Crime|Drama
392,3.221518987341772,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
393,1.8501712328767124,Street Fighter (1994),Action|Adventure|Fantasy
394,3.5384615384615383,Coldblooded (1995),Comedy
395,3.5,Desert Winds (1995),Drama|Fantasy|Romance
396,2.4,Fall Time (1995),Drama
397,2.3541666666666665,"Fear, The (1995)",Horror
398,3.6666666666666665,Frank and Ollie (1995),Documentary
400,3.0833333333333335,Homage (1995),Drama
401,3.375,Mirage (1995),Action|Thriller
402,3.1136363636363638,Open Season (1996),Comedy
403,2.0,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama
404,3.361111111111111,Brother Minister: The Assassination of Malcolm X (1994),Documentary
405,2.4733031674208146,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
406,3.026315789473684,Federal Hill (1994),Drama
407,3.1268939393939394,In the Mouth of Madness (1995),Horror|Thriller
408,3.2635869565217392,8 Seconds (1994),Drama
409,3.075,Above the Rim (1994),Crime|Drama
410,2.9852520557740436,Addams Family Values (1993),Children|Comedy|Fantasy
411,2.6551724137931036,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
412,3.5539730134932532,"Age of Innocence, The (1993)",Drama
413,2.7849698299506307,Airheads (1994),Comedy
414,2.6032608695652173,"Air Up There, The (1994)",Comedy
415,2.8274428274428276,Another Stakeout (1993),Comedy|Thriller
416,2.749512670565302,Bad Girls (1994),Western
417,3.5101931330472103,Barcelona (1994),Comedy|Romance
418,2.631188118811881,Being Human (1993),Drama
419,2.5267319277108435,"Beverly Hillbillies, The (1993)",Comedy
420,2.7419818624198187,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
421,3.288181818181818,Black Beauty (1994),Adventure|Children|Drama
422,3.2443890274314215,Blink (1994),Thriller
423,2.988388969521045,Blown Away (1994),Action|Thriller
424,2.6666666666666665,Blue Chips (1994),Drama
425,3.4918367346938775,Blue Sky (1994),Drama|Romance
426,3.085392051557465,Body Snatchers (1993),Horror|Sci-Fi|Thriller
427,2.5906762295081966,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
428,3.7979082321187585,"Bronx Tale, A (1993)",Drama
429,2.377551020408163,Cabin Boy (1994),Comedy
430,2.3676470588235294,Calendar Girl (1993),Comedy|Drama
431,3.70609711573567,Carlito's Way (1993),Crime|Drama
